Id,OverallCond,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,BedroomAbvGr,SalePrice
1307,5,1368,1368,0,1368,2,2,202500
1308,5,990,990,0,990,1,3,138000
1309,7,924,1122,0,1122,1,2,147000
1310,5,1278,1294,0,1294,2,3,179200
1311,8,1902,1902,0,1902,2,3,335000
1312,5,1274,1274,0,1274,2,3,203000
1313,5,1453,1453,1357,2810,2,4,302000
1314,5,1393,1422,1177,2599,2,4,333168
1315,6,948,948,0,948,1,3,119000
1316,5,952,1092,1020,2112,2,4,206900
1317,5,1622,1630,0,1630,2,3,295493
1318,5,1352,1352,0,1352,2,2,208900
1319,5,1753,1787,0,1787,2,3,275000
1320,5,864,948,0,948,1,3,111000
1321,3,1478,1478,0,1478,1,3,156500
1322,6,0,720,0,720,1,2,72500
1323,5,750,1061,862,1923,2,3,190000
1324,7,420,708,0,708,1,2,82500
1325,5,1795,1795,0,1795,2,2,147000
1326,4,796,796,0,796,1,2,55000
1327,6,544,774,0,774,1,3,79000
1328,9,816,816,0,816,1,3,130500
1329,7,1510,1584,1208,2792,2,5,256000
1330,5,935,955,677,1632,2,3,176500
1331,5,1588,1588,0,1588,2,3,227000
1332,5,911,954,0,954,1,3,132500
1333,6,816,816,0,816,1,2,100000
1334,6,803,803,557,1360,1,2,125500
1335,6,765,765,600,1365,1,3,125000
1336,5,1350,1334,0,1334,2,2,167900
1337,5,1656,1656,0,1656,2,4,135000
1338,4,693,693,0,693,1,2,52500
1339,5,916,920,941,1861,2,3,200000
1340,7,864,864,0,864,1,3,128500
1341,5,858,872,0,872,1,3,123000
1342,5,1114,1114,0,1114,1,3,155000
1343,5,1284,1284,885,2169,2,3,228500
1344,6,896,1172,741,1913,1,3,177000
1345,5,728,728,728,1456,2,3,155835
1346,4,960,960,0,960,1,2,108500
1347,7,1568,2156,0,2156,2,3,262500
1348,5,1732,1776,0,1776,2,3,283463
1349,5,1482,1494,0,1494,2,3,215000
1350,5,684,938,1215,2358,2,4,122000
1351,5,1248,1338,1296,2634,2,6,200000
1352,6,858,858,858,1716,1,4,171000
1353,9,698,786,390,1176,1,2,134900
1354,5,2033,2053,1185,3238,2,4,410000
1355,5,992,992,873,1865,2,3,235000
1356,6,570,1222,698,1920,3,4,170000
1357,5,864,892,0,892,1,3,110000
1358,6,1078,1078,0,1078,1,3,149900
1359,5,756,769,804,1573,2,3,177500
1360,5,1980,1980,0,1980,2,3,315000
1361,6,612,990,1611,2601,3,4,189000
1362,5,1530,1530,0,1530,2,3,260000
1363,4,715,1281,457,1738,2,4,104900
1364,5,616,616,796,1412,2,3,156932
1365,5,600,520,600,1200,2,2,144152
1366,5,814,814,860,1674,2,3,216000
1367,5,873,882,908,1790,2,3,193000
1368,6,757,925,550,1475,2,4,127000
1369,5,848,848,0,848,1,1,144000
1370,5,1657,1668,0,1668,2,3,232000
1371,6,840,840,534,1374,1,2,105000
1372,6,992,1661,0,1661,1,3,165500
1373,6,1108,1108,989,2097,2,3,274300
1374,5,2633,2633,0,2633,2,2,466500
1375,5,1026,1026,932,1958,2,3,250000
1376,5,1571,1571,0,1571,2,3,239000
1377,5,768,790,0,790,1,2,91000
1378,5,984,984,620,1604,2,3,117000
1379,5,483,483,504,987,1,2,83000
1380,5,384,754,640,1394,2,3,167500
1381,3,864,864,0,864,1,2,58500
1382,7,1205,2117,0,2117,2,4,237500
1383,7,596,998,764,1762,1,4,157000
1384,7,816,1416,0,1416,2,3,112000
1385,5,560,698,560,1258,1,2,105000
1386,8,796,796,358,1154,1,3,125500
1387,5,1392,1392,1392,2784,3,5,250000
1388,7,714,1664,862,2526,2,5,136000
1389,5,1746,1746,0,1746,2,3,377500
1390,6,735,869,349,1218,1,3,131000
1391,5,1525,1525,0,1525,2,3,235000
1392,5,1584,1584,0,1584,2,4,124000
1393,5,864,900,0,900,1,3,123000
1394,7,482,1221,691,1912,2,3,163000
1395,5,1356,1500,0,1500,2,2,246578
1396,5,1094,1133,1349,2482,2,4,281213
1397,5,747,1687,0,1687,1,3,160000
1398,8,939,939,574,1513,1,4,137500
1399,4,1208,1136,768,1904,1,3,138000
1400,6,976,1160,448,1608,2,3,137450
1401,7,862,950,208,1158,1,3,120000
1402,5,839,864,729,1593,2,3,193000
1403,5,1286,1294,0,1294,2,2,193879
1404,5,1485,1464,0,1464,2,3,282922
1405,4,672,694,520,1214,1,3,105000
1406,5,1594,1646,0,1646,2,2,275000
1407,7,768,768,0,768,1,2,133000
1408,5,833,833,0,833,1,3,112000
1409,7,622,741,622,1363,1,3,125500
1410,6,791,1236,857,2093,2,3,215000
1411,5,944,944,896,1840,2,3,230000
1412,8,856,1112,556,1668,1,3,140000
1413,5,0,1040,0,1040,2,2,90000
1414,5,1844,1844,0,1844,2,2,257000
1415,7,833,1053,795,1848,1,4,207000
1416,5,1386,1569,0,1569,2,1,175900
1417,6,777,1246,1044,2290,2,4,122500
1418,5,1284,1310,1140,2450,2,3,340000
1419,5,1144,1144,0,1144,1,3,124000
1420,5,1844,1844,0,1844,2,3,223000
1421,6,708,708,708,1416,2,3,179900
1422,5,1069,1069,0,1069,2,2,127500
1423,5,848,848,0,848,1,1,136500
1424,7,697,1575,626,2201,2,4,274970
1425,5,1024,1344,0,1344,1,2,144000
1426,6,1252,1252,0,1252,1,3,142000
1427,5,1223,1223,904,2127,2,3,271000
1428,6,913,1048,510,1558,1,3,140000
1429,7,788,804,0,804,1,2,119000
1430,7,1440,1440,0,1440,2,3,182900
1431,5,732,734,1104,1838,2,4,192140
1432,6,958,958,0,958,2,2,143750
1433,6,656,968,0,968,2,4,64500
1434,5,936,962,830,1792,2,3,186500
1435,5,1126,1126,0,1126,2,3,160000
1436,9,1319,1537,0,1537,1,3,174000
1437,6,864,864,0,864,1,3,120500
1438,5,1932,1932,0,1932,2,2,394617
1439,7,912,1236,0,1236,1,2,149700
1440,6,539,1040,685,1725,2,3,197000
1441,7,588,1423,748,2555,2,3,191000
1442,5,848,848,0,848,1,1,149300
1443,5,1017,1026,981,2007,2,3,310000
1444,6,952,952,0,952,1,2,121000
1445,5,1422,1422,0,1422,2,3,179600
1446,5,814,913,0,913,1,3,129000
1447,7,1188,1188,0,1188,1,3,157900
1448,5,1220,1220,870,2090,2,3,240000
1449,7,560,796,550,1346,1,2,112000
1450,7,630,630,0,630,1,1,92000
1451,5,896,896,896,1792,2,4,136000
1452,5,1573,1578,0,1578,2,3,287090
1453,5,547,1072,0,1072,1,2,145000
1454,5,1140,1140,0,1140,1,3,84500
1455,5,1221,1221,0,1221,2,2,185000
1456,5,953,953,694,1647,2,3,175000
1457,6,1542,2073,0,2073,2,3,210000
1458,9,1152,1188,1152,2340,2,4,266500
1459,6,1078,1078,0,1078,1,2,142125
1460,6,1256,1256,0,1256,1,3,147500
